ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU2,0,SYSTEM23.TXT,0.55932,0.44595,0.49624,1
ROUGE-SU2,0,SYSTEM1.TXT,0.23729,0.15556,0.18792,1
ROUGE-SU2,0,SYSTEM2.TXT,0.55932,0.44595,0.49624,1
ROUGE-SU2,0,SYSTEM12U.TXT,0.55932,0.44595,0.49624,1

ROUGE-SU2,2317,SYSTEM23U.TXT,0.18889,0.17172,0.17989,1
ROUGE-SU2,2317,SYSTEM12.TXT,0.18889,0.17172,0.17989,1
ROUGE-SU2,2317,SYSTEM23.TXT,0.18889,0.17172,0.17989,1
ROUGE-SU2,2317,SYSTEM2.TXT,0.18889,0.17172,0.17989,1
ROUGE-SU2,2317,SYSTEM13U.TXT,0.18889,0.17172,0.17989,1
ROUGE-SU2,2317,SYSTEM13.TXT,0.18889,0.17172,0.17989,1
ROUGE-SU2,2317,SYSTEM123U.TXT,0.18889,0.17172,0.17989,1
ROUGE-SU2,2317,SYSTEM123.TXT,0.18889,0.17172,0.17989,1
ROUGE-SU2,2317,SYSTEM1.TXT,0.09444,0.07359,0.08273,1
ROUGE-SU2,2317,SYSTEM12U.TXT,0.18889,0.17172,0.17989,1
ROUGE-SU2,2317,SYSTEM3.TXT,0.18889,0.17172,0.17989,1

ROUGE-SU2,3649,SYSTEM123.TXT,0.45641,0.42995,0.44279,1
ROUGE-SU2,3649,SYSTEM12U.TXT,0.45641,0.42995,0.44279,1
ROUGE-SU2,3649,SYSTEM23.TXT,0.45641,0.42995,0.44279,1
ROUGE-SU2,3649,SYSTEM2.TXT,0.45641,0.42995,0.44279,1
ROUGE-SU2,3649,SYSTEM1.TXT,0.45128,0.41905,0.43457,1
ROUGE-SU2,3649,SYSTEM23U.TXT,0.45641,0.42995,0.44279,1
ROUGE-SU2,3649,SYSTEM3.TXT,0.22564,0.15942,0.18684,1
ROUGE-SU2,3649,SYSTEM12.TXT,0.45641,0.42995,0.44279,1
ROUGE-SU2,3649,SYSTEM123U.TXT,0.45641,0.42995,0.44279,1
ROUGE-SU2,3649,SYSTEM13.TXT,0.45128,0.41905,0.43457,1
ROUGE-SU2,3649,SYSTEM13U.TXT,0.45641,0.42995,0.44279,1

ROUGE-SU2,2316,SYSTEM123U.TXT,0.19540,0.13178,0.15741,1
ROUGE-SU2,2316,SYSTEM23.TXT,0.19540,0.13178,0.15741,1
ROUGE-SU2,2316,SYSTEM3.TXT,0.09195,0.08333,0.08743,1
ROUGE-SU2,2316,SYSTEM13.TXT,0.09195,0.08333,0.08743,1
ROUGE-SU2,2316,SYSTEM13U.TXT,0.09195,0.08333,0.08743,1
ROUGE-SU2,2316,SYSTEM12.TXT,0.19540,0.13178,0.15741,1
ROUGE-SU2,2316,SYSTEM12U.TXT,0.19540,0.13178,0.15741,1
ROUGE-SU2,2316,SYSTEM1.TXT,0.10345,0.06977,0.08333,1
ROUGE-SU2,2316,SYSTEM2.TXT,0.19540,0.13178,0.15741,1
ROUGE-SU2,2316,SYSTEM23U.TXT,0.19540,0.13178,0.15741,1
ROUGE-SU2,2316,SYSTEM123.TXT,0.19540,0.13178,0.15741,1

ROUGE-SU2,1,SYSTEM13.TXT,0.07222,0.06771,0.06989,1
ROUGE-SU2,1,SYSTEM23U.TXT,0.17778,0.10774,0.13417,1
ROUGE-SU2,1,SYSTEM12U.TXT,0.07222,0.06771,0.06989,1
ROUGE-SU2,1,SYSTEM123U.TXT,0.17778,0.10774,0.13417,1
ROUGE-SU2,1,SYSTEM1.TXT,0.07222,0.06771,0.06989,1
ROUGE-SU2,1,SYSTEM123.TXT,0.07222,0.06771,0.06989,1
ROUGE-SU2,1,SYSTEM3.TXT,0.18889,0.09770,0.12879,1
ROUGE-SU2,1,SYSTEM2.TXT,0.07222,0.06771,0.06989,1
ROUGE-SU2,1,SYSTEM23.TXT,0.07222,0.06771,0.06989,1
ROUGE-SU2,1,SYSTEM13U.TXT,0.17778,0.10774,0.13417,1
ROUGE-SU2,1,SYSTEM12.TXT,0.07222,0.06771,0.06989,1

ROUGE-SU2,2,SYSTEM13.TXT,0.33333,0.23984,0.27896,1
ROUGE-SU2,2,SYSTEM12U.TXT,0.33333,0.23984,0.27896,1
ROUGE-SU2,2,SYSTEM123.TXT,0.33333,0.23984,0.27896,1
